"DESHOTEL","DESSEGMENTO","FECESTADIAHUESPED","FECCORTE","FLAG_STG","ROOM_REVENUE","ROOM_NIGHT"
"Tambo del Inka","GROUP LEISURE",02/12/18,22/11/18,"1",9962.83,56
"Tambo del Inka","GROUP LEISURE",30/09/19,22/11/18,"1",5046.8,27
"Tambo del Inka","GROUP LEISURE",14/10/19,22/11/18,"1",7508.41,40
"Tambo del Inka","GROUP LEISURE",08/06/19,22/11/18,"1",6226.57,30
"Tambo del Inka","GROUP LEISURE",27/02/19,22/11/18,"1",781.51,4
"Tambo del Inka","GROUP LEISURE",26/12/19,22/11/18,"1",143.74,1
"Tambo del Inka","GROUP LEISURE",02/01/20,22/11/18,"1",148.7,1
"Tambo del Inka","GROUP LEISURE",05/07/20,22/11/18,"1",1401.74,7
"Tambo del Inka","LEISURE",11/02/19,22/11/18,"1",998,4
"Tambo del Inka","OTHER",23/02/19,22/11/18,"1",0,1
"Tambo del Inka","SPG",26/09/19,22/11/18,"1",137,1
"Tambo del Inka","SPG",24/09/19,22/11/18,"1",137,1
"Tambo del Inka","LEISURE",07/03/19,22/11/18,"1",198,1
"Tambo del Inka","RETAIL",09/06/19,22/11/18,"1",349.2,1
"Tambo del Inka","GROUP LEISURE",03/08/19,22/11/18,"1",2935.56,14
"Tambo del Inka","GROUP LEISURE",18/05/20,22/11/18,"1",2743.5,17
"Tambo del Inka","GROUP LEISURE",29/12/19,22/11/18,"1",1050.81,5
"Tambo del Inka","LEISURE",02/01/20,22/11/18,"1",0,5
"Tambo del Inka","GROUP LEISURE",10/10/20,22/11/18,"1",3401.25,16
"Tambo del Inka","LEISURE",14/09/19,22/11/18,"1",1744.74,8
"Tambo del Inka","SPG",06/04/19,22/11/18,"1",144.06,2
"Tambo del Inka","SPG",07/04/19,22/11/18,"1",418.06,4
"Tambo del Inka","OTHER",26/01/19,22/11/18,"1",0,1
"Tambo del Inka","OTHER",27/01/19,22/11/18,"1",0,1
"Tambo del Inka","OTHER",30/01/19,22/11/18,"1",0,1
"Tambo del Inka","LEISURE",24/03/19,22/11/18,"1",5154.23,21
"Tambo del Inka","GROUP LEISURE",02/06/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",08/06/20,22/11/18,"1",1705.54,9
"Tambo del Inka","GROUP LEISURE",21/12/18,22/11/18,"1",2319.72,12
"Tambo del Inka","SPG",31/07/19,22/11/18,"1",137,1
"Tambo del Inka","OTHER",17/02/19,22/11/18,"1",0,1
"Tambo del Inka","OTHER",19/02/19,22/11/18,"1",0,1
"Tambo del Inka","OTHER",06/02/19,22/11/18,"1",0,1
"Tambo del Inka","OTHER",22/12/18,22/11/18,"1",0,3
"Tambo del Inka","RETAIL",25/05/19,22/11/18,"1",1102.3,3
"Tambo del Inka","GROUP LEISURE",07/07/20,22/11/18,"1",1705.54,9
"Tambo del Inka","GROUP LEISURE",17/08/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",09/04/19,22/11/18,"1",4880,26
"Tambo del Inka","GROUP LEISURE",16/07/19,22/11/18,"1",3885.7,21
"Tambo del Inka","GROUP LEISURE",03/08/20,22/11/18,"1",1346.23,7
"Tambo del Inka","SPG",26/01/19,22/11/18,"1",0,0
"Tambo del Inka","SPG",29/07/19,22/11/18,"1",274,2
"Tambo del Inka","OTHER",11/01/19,22/11/18,"1",0,1
"Tambo del Inka","LEISURE",17/06/19,22/11/18,"1",1093,3
"Tambo del Inka","RETAIL",26/02/19,22/11/18,"1",834.3,2
"Tambo del Inka","RETAIL",09/04/19,22/11/18,"1",862.9,3
"Tambo del Inka","LEISURE",28/02/19,22/11/18,"1",2192,8
"Tambo del Inka","GROUP LEISURE",01/09/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",08/09/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",22/05/20,22/11/18,"1",1777.34,8
"Tambo del Inka","GROUP LEISURE",26/10/20,22/11/18,"1",1705.54,9
"Tambo del Inka","GROUP LEISURE",10/11/20,22/11/18,"1",1705.54,9
"Tambo del Inka","GROUP LEISURE",05/06/20,22/11/18,"1",1999.51,9
"Tambo del Inka","GROUP LEISURE",12/06/20,22/11/18,"1",1333.01,6
"Tambo del Inka","GROUP LEISURE",04/09/19,22/11/18,"1",2155.61,11
"Tambo del Inka","GROUP LEISURE",17/05/19,22/11/18,"1",3162.39,16
"Tambo del Inka","GROUP LEISURE",18/05/19,22/11/18,"1",773.24,4
"Tambo del Inka","RETAIL",11/02/19,22/11/18,"1",559,1
"Tambo del Inka","OTHER",24/03/19,22/11/18,"1",0,1
"Tambo del Inka","LEISURE",09/08/19,22/11/18,"1",878,4
"Tambo del Inka","SPG",11/01/19,22/11/18,"1",0,0
"Tambo del Inka","GROUP LEISURE",02/11/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",17/11/20,22/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",28/08/19,22/11/18,"1",1189.6,6
"Tambo del Inka","GROUP LEISURE",10/09/19,22/11/18,"1",3097.8,16
"Tambo del Inka","SPG",07/06/19,22/11/18,"1",140,1
"Tambo del Inka","RETAIL",21/08/19,22/11/18,"1",478.08,1
"Tambo del Inka","LEISURE",15/08/19,22/11/18,"1",278,1
"Tambo del Inka","LEISURE",03/02/19,22/11/18,"1",3367.6,15
"Tambo del Inka","RETAIL",17/08/19,22/11/18,"1",215.52,1
"Tambo del Inka","GROUP LEISURE",20/03/20,22/11/18,"1",2562.73,13
"Tambo del Inka","GROUP LEISURE",09/02/20,22/11/18,"1",1514.16,10
"Tambo del Inka","OTHER",09/04/19,22/11/18,"1",0,1
"Tambo del Inka","RETAIL",17/03/19,22/11/18,"1",1375.6,3
"Tambo del Inka","SPG",25/08/19,22/11/18,"1",137,1
"Tambo del Inka","LEISURE",31/01/20,22/11/18,"1",1739.78,9
"Tambo del Inka","RETAIL",16/03/19,22/11/18,"1",946.6,2
"Tambo del Inka","RETAIL",20/03/19,22/11/18,"1",260.84,1
"Tambo del Inka","RETAIL",21/03/19,22/11/18,"1",260.84,1
"Tambo del Inka","GROUP LEISURE",18/01/19,22/11/18,"1",5154.91,26
"Tambo del Inka","GROUP LEISURE",19/01/19,22/11/18,"1",5154.91,26
"Tambo del Inka","GROUP CORPORATE",20/05/19,22/11/18,"1",200.25,1
"Tambo del Inka","GROUP LEISURE",02/05/19,22/11/18,"1",961.59,5
"Tambo del Inka","SPG",26/06/19,22/11/18,"1",0,0
"Tambo del Inka","SPG",20/07/19,22/11/18,"1",0,0
"Tambo del Inka","GROUP CORPORATE",28/04/19,22/11/18,"1",7749.25,36
"Tambo del Inka","SPG",07/01/19,22/11/18,"1",137,1
"Tambo del Inka","RETAIL",08/03/19,22/11/18,"1",559,1
"Tambo del Inka","SPG",02/03/19,22/11/18,"1",137,1
"Westin","GROUP CORPORATE",22/11/18,22/11/18,"0",19059.84,80
"Westin","CORPORATE",26/11/18,22/11/18,"1",22432.7,107
"Westin","CORPORATE",25/11/18,22/11/18,"1",11477.7,56
"Westin","CORPORATE",30/11/18,22/11/18,"1",6914,35
"Westin","RETAIL",05/01/19,22/11/18,"1",1457.98,7
"Westin","RETAIL",01/01/19,22/11/18,"1",3462.53,12
"Westin","LEISURE",23/11/18,22/11/18,"1",1469,9
"Westin","RETAIL",10/12/18,22/11/18,"1",3521.27,15
"Westin","RETAIL",21/12/18,22/11/18,"1",4482.61,26
"Westin","SPG",28/12/18,22/11/18,"1",845.18,10
"Westin","LEISURE",26/12/18,22/11/18,"1",2588,12
"Westin","LEISURE",27/12/18,22/11/18,"1",1855,11
"Westin","LEISURE",01/12/18,22/11/18,"1",127.88,1
"Westin","RETAIL",27/01/19,22/11/18,"1",69,1
"Westin","RETAIL",29/01/19,22/11/18,"1",69,1
"Westin","RETAIL",02/02/19,22/11/18,"1",415.86,2
"Westin","RETAIL",07/12/18,22/11/18,"1",1466.25,7
"Westin","RETAIL",13/03/19,22/11/18,"1",244.08,1
"Westin","CORPORATE",05/12/18,22/11/18,"1",16517.97,85
"Westin","RETAIL",25/11/18,22/11/18,"1",4584.23,17
"Westin","OTHER",08/12/18,22/11/18,"1",0,8
"Westin","LEISURE",12/02/19,22/11/18,"1",1351.02,8
"Westin","RETAIL",18/02/19,22/11/18,"1",285,1
"Westin","SPG",05/01/19,22/11/18,"1",0,0
"Westin","RETAIL",18/05/19,22/11/18,"1",547.67,2
"Westin","LEISURE",01/02/19,22/11/18,"1",3625.05,22
"Westin","CORPORATE",11/09/19,22/11/18,"1",180,1
"Westin","GROUP CORPORATE",28/11/18,22/11/18,"1",29070,129
"Westin","GROUP CORPORATE",29/11/18,22/11/18,"1",29070,129
"Westin","GROUP CORPORATE",26/11/18,22/11/18,"1",19518,81
"Westin","RETAIL",22/02/19,22/11/18,"1",277.62,3
"Westin","RETAIL",15/02/19,22/11/18,"1",94,1
"Westin","RETAIL",23/02/19,22/11/18,"1",69,1
"Westin","RETAIL",24/03/19,22/11/18,"1",285,1
"Westin","RETAIL",29/03/19,22/11/18,"1",330.33,2
"Westin","LEISURE",26/11/18,22/11/18,"1",0,0
"Westin","RETAIL",15/04/19,22/11/18,"1",222.48,1
"Westin","SPG",14/04/19,22/11/18,"1",0,0
"Westin","LEISURE",21/12/18,22/11/18,"1",754,4
"Westin","LEISURE",05/04/19,22/11/18,"1",2430,15
"Westin","RETAIL",22/04/19,22/11/18,"1",0,0
"Westin","LEISURE",12/06/19,22/11/18,"1",0,0
"Westin","OTHER",13/01/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",23/12/18,22/11/18,"1",2750,19
"Westin","GROUP LEISURE",22/12/18,22/11/18,"1",4565,26
"Westin","RETAIL",14/05/19,22/11/18,"1",302,1
"Westin","CORPORATE",02/01/19,22/11/18,"1",745,4
"Westin","GROUP LEISURE",15/12/18,22/11/18,"1",0,0
"Westin","CORPORATE",17/01/19,22/11/18,"1",1876.3,7
"Westin","GROUP LEISURE",28/12/18,22/11/18,"1",2750,19
"Westin","CORPORATE",03/02/19,22/11/18,"1",314,2
"Westin","CORPORATE",04/02/19,22/11/18,"1",314,2
"Westin","RETAIL",08/05/19,22/11/18,"1",212.4,1
"Westin","SPG",18/04/19,22/11/18,"1",110,1
"Westin","LEISURE",09/02/19,22/11/18,"1",150,1
"Westin","RETAIL",09/02/19,22/11/18,"1",286,1
"Westin","OTHER",02/03/19,22/11/18,"1",0,1
"Westin","OTHER",03/03/19,22/11/18,"1",0,0
"Westin","SPG",06/05/19,22/11/18,"1",66,1
"Westin","SPG",07/02/19,22/11/18,"1",66,1
"Westin","RETAIL",08/04/19,22/11/18,"1",279,1
"Westin","LEISURE",08/04/19,22/11/18,"1",167,1
"Westin","LEISURE",09/04/19,22/11/18,"1",167,1
"Westin","OTHER",06/01/19,22/11/18,"1",0,1
"Westin","RETAIL",30/04/19,22/11/18,"1",1118,2
"Westin","OTHER",24/12/18,22/11/18,"1",0,2
"Westin","RETAIL",24/01/19,22/11/18,"1",257.5,1
"Westin","CORPORATE",08/01/19,22/11/18,"1",1199.4,5
"Westin","GROUP LEISURE",22/06/19,22/11/18,"1",2336.2,32
"Westin","GROUP LEISURE",05/07/19,22/11/18,"1",4495.94,31
"Westin","GROUP LEISURE",06/07/19,22/11/18,"1",3165.78,35
"Westin","GROUP LEISURE",20/12/19,22/11/18,"1",3105.65,21
"Westin","LEISURE",27/01/19,22/11/18,"1",526.1,5
"Westin","GROUP LEISURE",19/08/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",22/08/20,22/11/18,"1",436.99,3
"Westin","LEISURE",15/04/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",16/10/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",21/10/19,22/11/18,"1",407.86,19
"Westin","GROUP LEISURE",14/09/20,22/11/18,"1",0,0
"Westin","GROUP CORPORATE",27/02/19,22/11/18,"1",65425.47,264
"Westin","GROUP LEISURE",19/02/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",20/02/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",24/06/19,22/11/18,"1",990.52,18
"Westin","GROUP LEISURE",26/06/19,22/11/18,"1",3392.04,21
"Westin","GROUP LEISURE",22/04/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",29/04/19,22/11/18,"1",2691.27,16
"Westin","GROUP LEISURE",04/11/19,22/11/18,"1",0,5
"Westin","GROUP LEISURE",13/11/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",22/09/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",05/10/20,22/11/18,"1",0,0
"Westin","LEISURE",08/05/19,22/11/18,"1",1476.94,9
"Westin","LEISURE",09/05/19,22/11/18,"1",1476.94,9
"Westin","LEISURE",10/05/19,22/11/18,"1",1476.94,9
"Westin","GROUP CORPORATE",05/04/19,22/11/18,"1",6786.18,88
"Westin","GROUP LEISURE",19/03/19,22/11/18,"1",1393.52,10
"Westin","GROUP LEISURE",26/03/19,22/11/18,"1",1845.08,13
"Westin","GROUP LEISURE",27/03/19,22/11/18,"1",4525.31,53
"Westin","GROUP LEISURE",25/07/19,22/11/18,"1",2408.33,13
"Westin","GROUP LEISURE",17/11/19,22/11/18,"1",2311.21,32
"Westin","GROUP LEISURE",19/11/19,22/11/18,"1",827.38,6
"Westin","GROUP LEISURE",23/11/19,22/11/18,"1",2583.12,34
"Westin","GROUP LEISURE",01/12/19,22/11/18,"1",543.82,16
"Westin","GROUP LEISURE",14/10/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",20/10/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",24/04/19,22/11/18,"1",1809.15,12
"Westin","GROUP LEISURE",18/12/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",26/10/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",02/11/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",02/06/19,22/11/18,"1",2615.49,36
"Westin","GROUP LEISURE",08/05/19,22/11/18,"1",1809.15,12
"Westin","GROUP LEISURE",14/05/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",16/02/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",21/11/20,22/11/18,"1",291.33,2
"Westin","GROUP LEISURE",22/11/20,22/11/18,"1",436.99,3
"Westin","GROUP LEISURE",18/06/19,22/11/18,"1",1003.14,7
"Westin","GROUP LEISURE",14/03/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",16/03/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",05/06/19,22/11/18,"1",2258.93,14
"Westin","GROUP LEISURE",11/01/20,22/11/18,"1",291.33,2
"Westin","GROUP LEISURE",22/01/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",26/01/20,22/11/18,"1",436.99,3
"Westin","GROUP LEISURE",27/01/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",24/11/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",30/11/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",03/01/20,22/11/18,"1",1933.09,13
"Westin","GROUP LEISURE",18/08/19,22/11/18,"1",2065.52,22
"Westin","GROUP LEISURE",07/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",10/04/20,22/11/18,"1",436.99,3
"Westin","GROUP LEISURE",16/04/20,22/11/18,"1",1831.98,14
"Westin","GROUP LEISURE",25/06/19,22/11/18,"1",2259.74,14
"Westin","GROUP LEISURE",01/02/20,22/11/18,"1",291.33,2
"Westin","GROUP LEISURE",03/02/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",04/02/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",07/02/20,22/11/18,"1",436.99,3
"Westin","GROUP LEISURE",15/09/19,22/11/18,"1",1942.65,22
"Westin","GROUP LEISURE",21/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",23/07/19,22/11/18,"1",841.94,6
"Westin","GROUP LEISURE",19/09/19,22/11/18,"1",2453.9,18
"Westin","GROUP LEISURE",24/03/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",12/05/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",16/05/20,22/11/18,"1",2123.31,16
"Westin","GROUP LEISURE",25/05/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",13/08/19,22/11/18,"1",859.43,6
"Westin","GROUP CORPORATE",29/03/19,22/11/18,"1",27221.97,120
"Westin","GROUP LEISURE",01/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",14/06/20,22/11/18,"1",893.41,6
"Westin","GROUP LEISURE",16/06/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",20/06/20,22/11/18,"1",1962.84,15
"Westin","GROUP LEISURE",27/08/19,22/11/18,"1",841.94,6
"Westin","GROUP CORPORATE",21/03/19,22/11/18,"1",15445.08,70
"Westin","GROUP LEISURE",15/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",27/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",04/04/19,22/11/18,"1",328.23,2
"Westin","GROUP LEISURE",26/06/20,22/11/18,"1",1831.98,14
"Westin","GROUP LEISURE",27/06/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",30/06/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",03/07/20,22/11/18,"1",2268.97,17
"Westin","GROUP LEISURE",29/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",30/04/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",03/05/19,22/11/18,"1",3132.01,23
"Westin","GROUP LEISURE",20/01/21,22/11/18,"1",8652.48,90
"Westin","GROUP LEISURE",08/07/20,22/11/18,"1",0,0
"Westin","GROUP CORPORATE",11/08/19,22/11/18,"1",0,269
"Westin","GROUP CORPORATE",12/04/19,22/11/18,"1",10468.44,50
"Westin","GROUP LEISURE",22/02/21,22/11/18,"1",8652.48,90
"Westin","OTHER",17/12/18,22/11/18,"1",0,0
"Westin","GROUP LEISURE",27/04/19,22/11/18,"1",2310.88,14
"Westin","GROUP CORPORATE",12/08/19,22/11/18,"1",0,269
"Westin","GROUP LEISURE",21/07/19,22/11/18,"1",2081.79,28
"Westin","GROUP LEISURE",26/07/19,22/11/18,"1",2081.79,15
"Westin","GROUP LEISURE",02/08/19,22/11/18,"1",1359.54,10
"Westin","GROUP LEISURE",02/06/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",26/11/19,22/11/18,"1",827.38,6
"Westin","GROUP LEISURE",10/08/19,22/11/18,"1",1223.58,24
"Westin","GROUP LEISURE",11/08/19,22/11/18,"1",1223.58,28
"Westin","GROUP LEISURE",17/07/19,22/11/18,"1",825.43,5
"Westin","GROUP LEISURE",06/09/19,22/11/18,"1",1495.49,11
"Westin","GROUP LEISURE",12/09/19,22/11/18,"1",0,0
"Westin","GROUP LEISURE",21/07/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",13/08/20,22/11/18,"1",0,0
"Westin","GROUP LEISURE",15/08/20,22/11/18,"1",436.99,3
"Paracas","OTHER",22/11/18,22/11/18,"0",0,0
"Paracas","RETAIL",04/12/18,22/11/18,"1",2852.56,18
"Paracas","GROUP CORPORATE",29/11/18,22/11/18,"1",53350,104
"Paracas","GROUP CORPORATE",28/11/18,22/11/18,"1",53350,104
"Paracas","RETAIL",02/01/19,22/11/18,"1",12909.02,39
"Paracas","RETAIL",19/12/18,22/11/18,"1",2027.26,14
"Paracas","SPG",10/02/19,22/11/18,"1",103,1
"Paracas","GROUP LEISURE",09/03/19,22/11/18,"1",6759,31
"Paracas","LEISURE",30/01/19,22/11/18,"1",794,4
"Paracas","RETAIL",03/01/19,22/11/18,"1",8496.74,29
"Paracas","RETAIL",06/05/19,22/11/18,"1",717,3
"Paracas","RETAIL",07/05/19,22/11/18,"1",717,3
"Paracas","GROUP LEISURE",09/10/19,22/11/18,"1",3171.26,16
"Paracas","CORPORATE",11/12/18,22/11/18,"1",1134,7
"Paracas","LEISURE",21/05/19,22/11/18,"1",0,0
"Paracas","GROUP LEISURE",08/03/19,22/11/18,"1",3753,17
"Paracas","RETAIL",07/04/19,22/11/18,"1",419.15,2
"Paracas","CORPORATE",28/12/18,22/11/18,"1",0,0
"Paracas","RETAIL",26/12/18,22/11/18,"1",13626.9,54
"Paracas","RETAIL",16/01/19,22/11/18,"1",6339.24,19
"Paracas","RETAIL",22/03/19,22/11/18,"1",2532.97,12
"Paracas","RETAIL",07/02/19,22/11/18,"1",1569.36,7
"Paracas","RETAIL",08/02/19,22/11/18,"1",512,3
"Paracas","RETAIL",10/01/19,22/11/18,"1",3024.49,15
"Paracas","LEISURE",05/12/18,22/11/18,"1",1810,10
"Paracas","GROUP LEISURE",10/02/19,22/11/18,"1",3311.01,18
"Paracas","GROUP LEISURE",22/07/19,22/11/18,"1",1467.17,8
"Paracas","GROUP CORPORATE",26/11/18,22/11/18,"1",4456,29
"Paracas","LEISURE",14/01/19,22/11/18,"1",2499,11
"Paracas","GROUP LEISURE",18/04/19,22/11/18,"1",0,0
"Paracas","LEISURE",16/07/19,22/11/18,"1",493,2
"Paracas","LEISURE",12/12/18,22/11/18,"1",209,1
"Paracas","RETAIL",20/03/19,22/11/18,"1",381.96,2
"Paracas","SPG",07/01/19,22/11/18,"1",206,2
"Paracas","LEISURE",26/01/19,22/11/18,"1",0,0
"Paracas","CORPORATE",25/01/19,22/11/18,"1",1560,4
"Paracas","CORPORATE",26/01/19,22/11/18,"1",1560,4
"Paracas","LEISURE",24/07/19,22/11/18,"1",473,2
"Paracas","GROUP CORPORATE",26/04/19,22/11/18,"1",1977.2,11
"Paracas","GROUP LEISURE",22/10/19,22/11/18,"1",1801.17,10
"Paracas","GROUP LEISURE",02/06/19,22/11/18,"1",629.5,4
"Paracas","GROUP LEISURE",01/11/19,22/11/18,"1",1329.24,9
"Paracas","LEISURE",16/02/19,22/11/18,"1",465.1,2
"Paracas","RETAIL",01/02/19,22/11/18,"1",2269.1,7
"Paracas","LEISURE",29/04/19,22/11/18,"1",581,3
"Paracas","LEISURE",30/04/19,22/11/18,"1",418,2
"Paracas","GROUP CORPORATE",15/01/19,22/11/18,"1",4233,17
"Paracas","RETAIL",02/04/19,22/11/18,"1",364,1
"Paracas","OTHER",03/12/18,22/11/18,"1",0,2
"Paracas","GROUP LEISURE",21/02/19,22/11/18,"1",283.3,2
"Paracas","LEISURE",04/07/19,22/11/18,"1",2064.37,12
"Paracas","OTHER",30/12/18,22/11/18,"1",0,1
"Paracas","LEISURE",03/02/19,22/11/18,"1",582,3
"Paracas","RETAIL",23/04/19,22/11/18,"1",374.64,2
"Paracas","CORPORATE",29/12/18,22/11/18,"1",975.9,2
"Paracas","LEISURE",27/05/19,22/11/18,"1",699,3
"Paracas","RETAIL",14/03/19,22/11/18,"1",203.75,1
"Paracas","OTHER",20/01/19,22/11/18,"1",0,4
"Paracas","RETAIL",30/01/19,22/11/18,"1",440.65,3
"Paracas","GROUP LEISURE",23/05/19,22/11/18,"1",2687.47,18
"Paracas","GROUP CORPORATE",07/01/19,22/11/18,"1",996,4
"Paracas","LEISURE",11/05/19,22/11/18,"1",866,3
"Paracas","CORPORATE",31/12/18,22/11/18,"1",1612.8,3
"Paracas","OTHER",25/11/18,22/11/18,"1",0,0
"Paracas","LEISURE",20/10/19,22/11/18,"1",0,0
"Paracas","RETAIL",03/05/19,22/11/18,"1",190.98,1
"Paracas","SPG",30/06/19,22/11/18,"1",0,0
"Paracas","LEISURE",15/08/19,22/11/18,"1",716,4
"Paracas","SPG",12/12/18,22/11/18,"1",311,2
"Paracas","OTHER",26/12/18,22/11/18,"1",0,1
"Paracas","GROUP LEISURE",16/04/19,22/11/18,"1",809.84,5
"Paracas","GROUP LEISURE",14/02/20,22/11/18,"1",1623.8,9
"Paracas","LEISURE",09/12/18,22/11/18,"1",199,1
"Paracas","SPG",09/01/19,22/11/18,"1",103,1
"Paracas","OTHER",27/01/19,22/11/18,"1",0,0
"Paracas","GROUP CORPORATE",08/02/19,22/11/18,"1",0,0
"Paracas","GROUP LEISURE",12/06/20,22/11/18,"1",1623.8,9
"Paracas","RETAIL",01/05/19,22/11/18,"1",299,2
"Paracas","OTHER",16/12/18,22/11/18,"1",0,2
"Paracas","LEISURE",05/03/19,22/11/18,"1",0,0
"Paracas","GROUP LEISURE",17/02/19,22/11/18,"1",2098.31,14
"Paracas","GROUP LEISURE",25/02/19,22/11/18,"1",4553.75,28
"Paracas","GROUP LEISURE",24/07/20,22/11/18,"1",1623.8,9
"Paracas","LEISURE",24/11/18,22/11/18,"1",155,1
"Paracas","CORPORATE",16/03/19,22/11/18,"1",970,5
"Paracas","GROUP LEISURE",22/03/19,22/11/18,"1",3799.65,24
"Paracas","GROUP LEISURE",30/10/20,22/11/18,"1",1623.8,9
"Paracas","RETAIL",02/07/19,22/11/18,"1",206.75,1
"Paracas","GROUP LEISURE",30/11/18,22/11/18,"1",576,4
"Paracas","GROUP LEISURE",09/07/19,22/11/18,"1",2378.2,11
"Paracas","GROUP LEISURE",10/07/19,22/11/18,"1",2378.2,11
"Paracas","SPG",23/12/18,22/11/18,"1",561.75,5
"Paracas","SPG",03/03/19,22/11/18,"1",103,1
"Paracas","SPG",15/02/19,22/11/18,"1",103,1
"Paracas","SPG",16/02/19,22/11/18,"1",0,0
"Paracas","GROUP LEISURE",31/05/19,22/11/18,"1",1329.24,9
"Paracas","GROUP LEISURE",07/06/19,22/11/18,"1",1329.24,9
"Paracas","LEISURE",05/11/19,22/11/18,"1",1966.8,11
"Paracas","LEISURE",28/05/19,22/11/18,"1",0,0
"Paracas","SPG",12/03/19,22/11/18,"1",0,0
"Paracas","GROUP LEISURE",15/10/19,22/11/18,"1",2378.2,11
"Paracas","GROUP LEISURE",30/04/19,22/11/18,"1",1283.77,8
"Paracas","LEISURE",05/04/19,22/11/18,"1",0,0
"Paracas","OTHER",21/12/18,22/11/18,"1",0,1
"Cusco","GROUP LEISURE",14/09/19,22/11/18,"1",6089.48,52
"Cusco","GROUP LEISURE",11/09/19,22/11/18,"1",5810.58,43
"Cusco","GROUP LEISURE",24/05/19,22/11/18,"1",3060.57,31
"Cusco","GROUP LEISURE",11/06/19,22/11/18,"1",11352.48,64
"Cusco","GROUP LEISURE",19/07/19,22/11/18,"1",3554.43,31
"Cusco","GROUP LEISURE",23/02/19,22/11/18,"1",1804.95,16
"Cusco","GROUP LEISURE",08/09/20,22/11/18,"1",1505.39,12
"Cusco","GROUP LEISURE",19/10/20,22/11/18,"1",3306.63,29
"Cusco","GROUP LEISURE",12/04/19,22/11/18,"1",2461.35,23
"Cusco","GROUP LEISURE",21/12/19,22/11/18,"1",3276.37,26
"Cusco","GROUP LEISURE",01/03/19,22/11/18,"1",1677.47,15
"Cusco","GROUP LEISURE",23/06/19,22/11/18,"1",3883.84,35
"Cusco","GROUP LEISURE",27/02/19,22/11/18,"1",1971.63,17
"Cusco","LEISURE",01/11/19,22/11/18,"1",1885.47,11
"Cusco","GROUP LEISURE",06/09/20,22/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",03/10/19,22/11/18,"1",3685.66,32
"Cusco","GROUP LEISURE",11/10/19,22/11/18,"1",8435.29,62
"Cusco","GROUP LEISURE",14/10/19,22/11/18,"1",3087.16,27
"Cusco","GROUP LEISURE",20/09/19,22/11/18,"1",2926.41,28
"Cusco","GROUP LEISURE",01/11/19,22/11/18,"1",5186.97,42
"Cusco","GROUP LEISURE",16/04/19,22/11/18,"1",1848.08,18
"Cusco","GROUP LEISURE",08/02/19,22/11/18,"1",3745.66,35
"Cusco","GROUP CORPORATE",23/11/18,22/11/18,"1",474,2
"Cusco","GROUP LEISURE",24/01/19,22/11/18,"1",330.2,2
